,month,default_value,user_id
0,2012-12-01,0,821302
1,2012-11-01,0,821302
2,2012-10-01,0,821302
3,2012-09-01,0,821302
4,2012-08-01,0,821302
5,2012-07-01,0,821302
6,2012-12-01,0,821429
7,2012-11-01,0,821429
8,2012-10-01,0,821429
9,2012-09-01,0,821429
10,2012-08-01,0,821429
11,2012-07-01,0,821429
12,2012-12-01,0,821637
13,2012-11-01,0,821637
14,2012-10-01,0,821637
15,2012-09-01,0,821637
16,2012-08-01,0,821637
17,2012-07-01,0,821637
18,2012-12-01,0,827397
19,2012-11-01,0,827397
20,2012-10-01,0,827397
21,2012-09-01,0,827397
22,2012-08-01,0,827397
23,2012-07-01,0,827397
24,2012-12-01,0,827555
25,2012-11-01,0,827555
26,2012-10-01,0,827555
27,2012-09-01,0,827555
28,2012-08-01,0,827555
29,2012-07-01,0,827555
30,2012-12-01,0,831741
31,2012-11-01,0,831741
32,2012-10-01,0,831741
33,2012-09-01,0,831741
34,2012-08-01,0,831741
35,2012-07-01,0,831741
36,2012-12-01,0,831839
37,2012-11-01,0,831839
38,2012-10-01,0,831839
39,2012-09-01,0,831839
40,2012-08-01,0,831839
41,2012-07-01,0,831839
42,2012-12-01,0,831848
43,2012-11-01,0,831848
44,2012-10-01,0,831848
45,2012-09-01,0,831848
46,2012-08-01,0,831848
47,2012-07-01,0,831848
48,2012-12-01,1,831861
49,2012-11-01,1,831861
50,2012-10-01,0,831861
51,2012-09-01,0,831861
52,2012-08-01,0,831861
53,2012-07-01,0,831861
54,2012-12-01,0,839006
55,2012-11-01,0,839006
56,2012-10-01,0,839006
57,2012-09-01,0,839006
58,2012-08-01,0,839006
59,2012-07-01,0,839006
60,2012-12-01,0,839037
61,2012-11-01,0,839037
62,2012-10-01,0,839037
63,2012-09-01,0,839037
64,2012-08-01,0,839037
65,2012-07-01,0,839037
66,2012-12-01,0,839538
67,2012-11-01,0,839538
68,2012-10-01,0,839538
69,2012-09-01,0,839538
70,2012-08-01,0,839538
71,2012-07-01,0,839538
72,2012-12-01,0,845870
73,2012-11-01,0,845870
74,2012-10-01,0,845870
75,2012-09-01,0,845870
76,2012-08-01,0,845870
77,2012-07-01,0,845870
78,2012-12-01,0,845873
79,2012-11-01,0,845873
80,2012-10-01,0,845873
81,2012-09-01,0,845873
82,2012-08-01,0,845873
83,2012-07-01,0,845873
84,2012-12-01,0,845879
85,2012-11-01,0,845879
86,2012-10-01,0,845879
87,2012-09-01,0,845879
88,2012-08-01,0,845879
89,2012-07-01,0,845879
90,2012-12-01,0,848956
91,2012-11-01,0,848956
92,2012-10-01,0,848956
93,2012-09-01,0,848956
94,2012-08-01,0,848956
95,2012-07-01,0,848956
96,2012-12-01,0,848992
97,2012-11-01,0,848992
98,2012-10-01,0,848992
99,2012-09-01,0,848992
100,2012-08-01,0,848992
101,2012-07-01,0,848992
